conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario
701	16606	301929	may I know how much my outstanding bill till to date?	1474589713	12925	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
703	16686	302031	I want to pay bik thru here	1474592206	12928	0	7	English	Billing	Make Payment - Selfcare	Billing	PaymentChannel	Procedure	False	HowPay
710	16815	302416	Hi. <NL>I dont understand about the billing here.<NL>How many month do i have to make payment ? is it for September only right ?	1474601661	12949	0	24	English	Billing	Billing Details	Billing	BillOutstanding	ObjectName	False	WhichFieldToPay
711	16867	302493	how to see my latest bill that showed RM 104 ?	1474603012	12950	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Document	Procedure	False	HowViewBill
712	16885	302546	How to check amount outstanding no ?	1474604071	12952	0	7	English	Billing	Payment Status	Billing	Document	Procedure	False	HowViewBill
715	16955	302638	I am in France right now. I have never made any calls nor received 1. Why are there so many charges on my account?	1474606055	12957	0	24	English	Billing	Billing Dispute	Billing	BillOutstanding	Reason	False	WhyBillAmount
717	17041	302909	Hi..what is my current bill?	1474610893	12968	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
724	17206	303889	Hi, I need help. May I know my payment for this month?	1474690920	13006	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
724	17214	303905	ok thank you, may I know where can I check my monthly payment?	1474691283	13006	0	13	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
726	17265	304190	how come it brought forward to this month again and required me to pay?	1474698505	13021	0	14	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
726	17271	304215	already port out from Redone. but there is payment due. i was shocked because i have paid full	1474698726	13021	0	18	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
726	17309	304310	how much outstanding for that?	1474700580	13021	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
730	17422	304415	how much I need to pay	1474704504	13026	0	6	English	Billing	Payment Channel	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
732	17467	304605	OVERDUE AMOUNT	1474713030	13034	0	2	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
732	17470	304608	hey, please help me check my current usage amount	1474713078	13034	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillBreakdown	ObjectNumeric	False	ItemAmount
732	17483	304621	what is my total usage amount right now ?	1474713509	13034	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillBreakdown	ObjectNumeric	False	ItemAmount
742	17724	305022	ACTUALLY HOW MUCH IS THE BILL FOR THIS MONTH	1474765575	13050	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
745	17816	305612	when can i get my bill online	1474787754	13071	0	7	English	Billing	Increase credit limit	Billing	PaymentCycle	ObjectTime	False	WhenBillUpdate
745	17818	305616	when will my latest bill out	1474788019	13071	0	6	English	Billing	Increase credit limit	Billing	PaymentCycle	ObjectTime	False	WhenBillUpdate
754	17997	306339	hi.G.morning...can u check for me how much i need to pay for my bill please	1474847482	13104	0	15	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
759	18109	306543	Urm. Sorry En. Faizul. I've already check the bill in in selfcare login and i found that my bill for August is RM 115.34. Why is the value is different with what you have stated? Actually I have 3 red 1 number. 2 number is under 1 account and another 1 number is under different account. So i'm quite confused with the bill.	1474854557	13111	0	62	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
759	18122	306596	Okay, next. The payment bill that i need to refet is the Total Current Utilisation ea? So, i need to pay that value?Am I right? Or wrong?	1474856081	13111	0	27	English	Billing	Billing Details	Billing	BillOutstanding	ObjectName	False	WhichFieldToPay
762	18197	306581	hello and hye . can i check my balance :)	1474855707	13115	0	10	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
766	18299	306952	i need to pay only total amount due right?	1474867565	13131	0	9	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectName	True	WhichFieldToPay
771	18411	307337	may i know when is my last payment date	1474875807	13147	0	9	English	Billing	Billing Details	Billing	PaymentStatus	ObjectOthers	True	LastPayment
773	18457	307458	CAN I KNOW AMT CURRENT USAGE\	1474878358	13152	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillBreakdown	ObjectNumeric	True	ItemAmount
773	18466	307469	MAY KNOW UNTIL TO CURRENT USAGE	1474878509	13152	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillBreakdown	ObjectNumeric	True	ItemAmount
777	18547	307643	I dont understand about what mean by subsrcibe Data Internet? And Can I know since when I am subscribing this data Internet?	1474880520	13159	0	22	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition
777	18553	307687	Can I know how much of money I still owe to Redone? I	1474880950	13159	0	13	English	Billing	Product Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
785	18756	308172	Thanks.. but how much should I pay?<NL>the bill state 5 ringgit plus for september and october state afew ringgit but the message state RM 16.96 	1474893043	13181	0	25	English	Billing	Payment Channel	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
787	18799	308363	I DON'T SEEM TO UNDERSTAND OUR BILL. HOW MUCH ACTUALLY DO WE HAVE TO PAY DUE BY THIS MONTH END(SEPT 2016 )?	1474931665	13190	0	21	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
787	18807	308384	CAN I KNOW HOW MUCH IS OUTSTANDING AFTER THE RM 105.94 PAYMENT EARLIER THIS MONTH?	1474931989	13190	0	15	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
790	18883	308487	how i can know my outstanding bills	1474937231	13194	0	7	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
803	19195	309318	How to check the call summary for my phone no 0168885224 	1474952972	13229	0	11	English	Billing	Billing Details	Billing	BillBreakdown	Procedure	False	HowViewItems
806	19281	309409	pls check my bill for this month	1474954844	13234	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
813	19423	309802	hai... my name is nadzree.<NL>May i know what is the total amount that i should pay in my bills ??	1474958953	13250	0	20	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
815	19479	310078	can u check how much i need to pay now becoz my line already barred??	1474962489	13261	0	15	English	Billing	Increase credit limit	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
816	19539	310152	how much should I pay tonight to settle the whole thing?	1474963289	13262	0	11	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
817	19558	310260	When my overdue bill payment?	1474964946	13267	0	5	English	Billing	Billing Details	Billing	PaymentCycle	ObjectTime	False	WhenPaymentLastDay
817	19569	310286	Ok..that mean 1 st oct.im just pay rm 17.82. right??	1474965245	13267	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
826	19732	310977	can you check my bills now..	1475021831	13297	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
826	19741	310986	so how much i must pay	1475021969	13297	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
840	20102	312362	but how much my balance to pay as of now?	1475040738	13354	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
841	20125	312355	What is the balance of my current statement	1475040697	13360	0	8	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
861	20554	313894	SO PLEASE SHOW ME WHERE TO BE THE BALANCE FROM WHAT I HAVE PAID	1475064178	13422	0	14	English	Billing	Product Charges	Billing	Document	Procedure	False	HowViewBill
865	20658	314053	how i can check the bill	1475066993	13432	0	6	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
865	20687	314131	now how much i pay for this month ?	1475068289	13432	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
865	20697	314146	when the due date payment ?	1475068594	13432	0	6	English	Billing	Billing Details	Billing	PaymentCycle	ObjectTime	False	WhenPaymentLastDay
865	20704	314153	due date payment every 14 th ?	1475068879	13432	0	6	English	Billing	Billing Details	Billing	PaymentCycle	ObjectTime	True	WhenPaymentLastDay
868	20786	314260	I AM QUITE CONFUSED OF MY CURRENT OUTSTANDING	1475108723	13438	0	8	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
868	20787	314262	CAN YOU EXACTLY ADVISE ME ON MY CURRENT OUTSTANDING	1475108737	13438	0	9	English	Billing	Billing Details	Billing	BillOutstanding	Reason	True	WhyBillAmount
870	20862	314475	Just to confirm. the bill update itself in this web site, how frequently it been updated ? Since I just log in first to check my payment status and its seems not up to date.	1475112005	13445	0	35	English	Billing	Billing Details	Billing	PaymentCycle	ObjectTime	False	WhenBillUpdate
871	20871	314502	what is the amount i should pay..confuse	1475113268	13447	0	7	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
872	20895	314698	Hi good morning.i would like to know how much for my bill should I need to pay.thanks	1475117008	13456	0	17	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
874	20951	314801	hi.. may i know how to see the total amount i need to pay for d bill?	1475118929	13460	0	17	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
874	20954	314806	can u check for me how much i need to pay for this number 016 3044612 	1475118966	13460	0	16	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
874	20959	314813	hi.. may i know how to see the total amount i need to pay for d bill?<NL>balance brought forward?<NL>or total amount due?<NL> 11 : 16 : 06 can u check for me how much i need to pay for this number 016 3044612 	1475119058	13460	0	37	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
885	21254	316056	I DO NOT UNDERSTAND WITH MY CALL BILLS	1475138747	13512	0	8	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
885	21276	316126	1 st can u help me to check the outstanding amount of my bill?	1475139993	13512	0	13	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
885	21292	316147	which column show my actual outstanding amount?	1475140461	13512	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectName	False	WhichFieldToPay
892	21433	316511	Hi, <NL>May i know the amount of this month that i should pay for this account = 200247754 - 0168995840 	1475192641	13529	0	18	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
893	21448	316526	outstanding bill	1475195301	13530	0	2	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
893	21450	316528	I would like to know the outstanding amount for my acc	1475195374	13530	0	11	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
894	21475	316557	please check how much I need to pay	1475196375	13532	0	8	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
894	21486	316573	oo last month I pay rm 60 , but my bill 53. there is any debit movement??	1475196690	13532	0	17	English	Billing	Billing Charges	Billing	BillBreakdown	ObjectNumeric	True	ItemAmount
899	21631	317016	hw much i pay extra??	1475203384	13550	0	5	English	Billing	Deposit Refund	Billing	BillBreakdown	ObjectNumeric	False	ItemAmount
1208	29674	348247	BILLING	1476079746	14908	0	1	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1208	29678	348261	CHECK MY UNPAID BILL	1476079798	14908	0	4	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1208	29682	348277	MY LAST BILL USAGE ONLY 6 DAYS BUT REDONE CHARGED ME FOR A MONTH USAGE	1476079885	14908	0	15	English	Billing	Billing Charges	Billing	BillOutstanding	Reason	False	WhyBillAmount
1208	29691	348325	WHY DO I NEED TO PAY FULL MONTH BILL?	1476080140	14908	0	9	English	Billing	Billing Charges	Billing	BillOutstanding	Reason	False	WhyBillAmount
1210	29766	348284	hi. may i know my oct bill why total Rm 56.34 i have set my limit until RM 50 izzit?	1476079944	14911	0	18	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
1210	29778	348399	i means last bill at ocktober. there show me total is 56.34 	1476080803	14911	0	12	English	Billing	Billing Details	Billing	None	None	False	None
1213	29872	348998	i hv total of 25.53 for my all 4 lines charges...	1476088422	14932	0	11	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
1233	30387	352345	in self care, i couldnt locate this info, onli i see is the bill statement and no detail of the outstanding balance info,	1476243600	15069	0	23	English	Billing	Auto Debit Application	Billing	Document	Procedure	False	HowViewBill
1247	30642	352859	My outstanding as at today I want settle and transfer to others package	1476253984	15097	0	13	English	Billing	Billing Details	Billing	PaymentChannel	ObjectNumeric	False	HowPay
1260	30899	353349	when i open the november bill and it turn out that the bill shows RM 11.44 	1476262313	15119	0	15	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
1262	30941	353500	how can i check for others subline call charge? im using the main line	1476266710	15124	0	14	English	Billing	Billing Charges	Billing	Document	Procedure	False	HowViewBill
1266	31051	353895	i check with the redone agent, he told me that i got outstanding for rm 24. xx	1476320014	15143	0	15	English	Billing	Unsuspend lines - (Within 50 days)	Billing	None	None	False	None
1267	31077	353921	Hi i would like to double conform my bill. it around rm 95 only?	1476320491	15146	0	14	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1267	31081	353927	im ramesh kumar here. just signed in online to pay my bill. but before that wanted to double confirm the amount due.	1476320569	15146	0	22	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1271	31196	354077	but can i make a payment for the previous bill first?	1476323014	15151	0	11	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1277	31341	354313	Could you please check for me how much i need to pay for my line	1476325377	15168	0	15	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1277	31348	354339	I NEED TO KNOW THIS SUB LINE TOTAL CHARGE IS HOW MUCH	1476325475	15168	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1289	31631	355380	The balance brought forward are RM 329.90 	1476340612	15214	0	6	English	Billing	Increase credit limit	Billing	None	None	False	None
1293	31766	355609	RM30.34	1476343951	15224	0	1	English	Billing	Payment Status	Billing	None	None	False	None
1300	31959	355893	need to pay 1609 - 200333274 invoice	1476347390	15233	0	5	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1303	32027	355983	I still have due amount to be paid off ?	1476348855	15240	0	10	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1303	32031	355991	Hi.. I am good.I have terminated the line but still have due amount? I thought I have paid all during the termination?	1476348932	15240	0	22	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	WhyBillAmount
1305	32063	356050	hi, currently my bill is RM 138.06. Combination of 2 months' bill. So, if I pay only the first month, acceptable or not? Or i have to pay for both months now? tq	1476349627	15243	0	32	English	Billing	Billing Charges	Billing	BillOutstanding	Others	True	Others
1325	32523	357390	HI HOW MUCH MY BILL on sept 2016. my number is 0175932683 	1476411810	15306	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1328	32595	357905	check my acc balance	1476421097	15328	0	4	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1328	32609	357941	can i know the bring foward amount	1476421493	15328	0	7	English	Billing	Billing Details	Billing	BillBreakdown	ObjectNumeric	True	ItemAmount
1333	32770	358385	Can help to check? now i need to pay how much?	1476430427	15344	0	11	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1335	32807	358504	how many my bill need pay now	1476432270	15350	0	7	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1336	32842	358583	Sept billed 7.94 	1476433659	15352	0	3	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1338	32878	358685	please check account balance for 0198197876 	1476435499	15359	0	6	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1338	32884	358692	please check account balance for 0198197876 	1476435678	15359	0	6	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1338	32886	358702	how much i pay in oct' 2016 ?	1476435835	15359	0	6	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1340	32915	359158	can help me check how much of my balanced i need to paid? :)	1476447379	15378	0	14	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1341	32939	359252	how much my outstanding? pls	1476450009	15381	0	5	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1341	32948	359269	is there any outstanding for previous month usage like october, July etc.?	1476450504	15381	0	12	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1341	32972	359293	just transfer from m 2 u. any outstandig now?	1476452167	15381	0	7	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1356	33387	361464	so the bills is zero	1476514819	15476	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1357	33425	361423	Dear RedOne, I'm applying to switch my account to UMobile, but could you please help me to check is there any overdue amount left in RedOne?	1476514463	15478	0	26	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1357	33437	361461	Or i need to pay another RM 71.82 for that?	1476514786	15478	0	9	English	Billing	Billing Details	Billing	None	None	False	None
1363	33563	361992	how i can know my current bill amount?	1476521256	15498	0	8	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
1369	33707	362859	Can you check my account total outstanding my bill	1476533838	15534	0	9	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1369	33716	362881	That is the bill for what month?	1476534072	15534	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectTime	False	PayingMonth
1369	33717	362883	Is that the all total im being using until now	1476534092	15534	0	10	English	Billing	Billing Details	Billing	BillBreakdown	ObjectNumeric	True	ItemAmount
1369	33719	362893	Ohh ok, so how about this month can you calculate also	1476534143	15534	0	11	English	Billing	Billing Details	Billing	BillBreakdown	ObjectNumeric	True	ItemAmount
1370	33737	362899	check bill	1476534173	15535	0	2	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1371	33759	362959	my bill amount is 18.08 	1476534821	15537	0	5	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1387	34299	364962	hi i want to make payment, but i dont really understand to what you shown on the bill. what is my exact outstanding actually?	1476597652	15618	0	24	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1387	34306	365021	ok, just check with monthly bill.	1476597967	15618	0	6	English	Billing	Billing Details	Billing	None	None	False	None
1387	34315	365045	200.86 for which months?	1476598076	15618	0	4	English	Billing	Billing Details	Billing	BillOutstanding	ObjectTime	False	Others
1392	34470	365235	Hello, i would like my total outstanding bill	1476600136	15629	0	8	English	Billing	Deposit Refund	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1398	34641	365643	what is my balance bill	1476603654	15642	0	5	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1398	34651	365658	how much need to pay now?	1476603874	15642	0	6	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1398	34653	365660	even the RM 50 that I paid earlier is not included.	1476603919	15642	0	10	English	Billing	Un-bar lines - Overdue Payment	Billing	PaymentStatus	Reason	False	WhyNotUpdated
1399	34688	365718	so now how much I need to pay?	1476605724	15644	0	8	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1404	34796	365890	Is this total bill for a month?	1476609789	15654	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectTime	True	PayingMonth
1407	34854	365954	D total bil is 400 something	1476610723	15657	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1407	34861	365962	So not totall 400 ?	1476610949	15657	0	4	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1407	34864	365965	So how much do i need to pay	1476610973	15657	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1407	34867	365970	Did i miss payment for a month?	1476611067	15657	0	7	English	Billing	Billing Details	Billing	PaymentStatus	ObjectOthers	False	LastPayment
1418	35205	367110	hi..plz check my latest bill	1476670696	15711	0	5	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1418	35213	367168	current balance isn't	1476671020	15711	0	3	English	Billing	Billing Details	Billing	None	None	False	None
1418	35220	367193	how come i hav outstanding balance?	1476671225	15711	0	6	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
1426	35389	368839	which payment that due	1476687273	15785	0	4	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1443	35838	371110	this payment I just made is for how many months bill ya?	1476770163	15894	0	12	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectTime	False	PayingMonth
1454	36077	371778	How do know the correct outstanding amount?	1476781840	15927	0	7	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
1454	36086	371791	is that the outstanding at this moment?	1476781920	15927	0	7	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1454	36089	371795	so my outstanding now is 54.56 on the total amount due?	1476781994	15927	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1461	36247	372277	I checked the bill for october.. but I dont understand the total amount for this month.	1476833206	15953	0	16	English	Billing	Billing Details	Billing	BillOutstanding	Reason	False	WhyBillAmount
1461	36254	372284	how do I know my current balance.?	1476833333	15953	0	7	English	Billing	Billing Details	Billing	Document	Procedure	False	HowViewBill
1461	36259	372289	When I enter download & pay. There is only RM 5.98 amount due?	1476833449	15953	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1463	36309	372615	THE OUTSTANDING IS JUST RM 9 +	1476842546	15968	0	5	English	Billing	Auto Debit Application	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1476	36618	373737	Is my monthly bill is paid for 2 caller ID thus amount is RM 16.96 ?	1476860792	16016	0	14	English	Billing	Billing Details	Billing	BillOutstanding	Reason	True	Others
1482	36763	374174	so i need to pay 3 month totally? right?	1476873473	16031	0	9	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectTime	True	PayingMonth
1482	36765	374183	i just want my line back , so ineed to pay 29.08 (latest bill) or need to pay all of them?	1476873585	16031	0	20	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectName	False	WhichFieldToPay
1485	36815	374329	May I know current bill I need to pay	1476878160	16040	0	9	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1488	36890	374560	i have outstanding bill only 17.07 but we do have RM 50 credit..	1476921290	16047	0	12	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1492	36960	374730	Good morning. I want to check how much I actually need to pay. Since the self-check balance is concerned, it is not the updated 1. Thanks	1476926199	16058	0	26	English	Billing	Un-bar lines - Overdue Payment	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1494	37016	374806	can i pay the outstanding amount rm 48 which is outstanding on september?	1476927647	16061	0	12	English	Billing	Billing Details	Billing	BillOutstanding	ObjectOthers	True	PartialPayment
1495	37041	374847	refer to my bill. total amount due should i pay RM 230.09 	1476928298	16063	0	11	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1497	37101	374918	NO OUSTANDING RIGHT	1476929086	16065	0	3	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1500	37207	375095	Above my current bill, may I know if I no make any call until end of the month (billing date), I need to pay RM 0.63 with monthly fee RM 8 	1476932694	16073	0	29	English	Billing	Billing Details	Billing	BillOutstanding	ObjectOthers	True	Others
1505	37357	375804	any outstanding amt?	1476945801	16104	0	3	English	Billing	Make Payment - Selfcare	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1519	37657	377304	Want check bill amount oct	1477016822	16164	0	5	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1525	37785	378116	hi...my latest bill?	1477037023	16198	0	3	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1531	37916	378664	how much is my oustanding now?	1477095610	16223	0	6	English	Billing	Payment Status	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1540	38173	379369	untill today date how much my outstanding balance	1477114980	16250	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1545	38318	380029	Hi Redone... can I know how much is I'm paying for no 0176136037 - for calls and data subscription..	1477132049	16271	0	19	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1545	38326	380051	I'd like to know how much am I paying for my primary no.. calls and data subscription	1477132231	16271	0	17	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1549	38480	380442	what is my current outstanding	1477181849	16282	0	5	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1552	38524	380810	hi,can i check my oct bill? why got call utilisation RM 52.48 ?	1477195060	16297	0	11	English	Billing	Billing Charges	Billing	BillOutstanding	Reason	True	WhyBillAmount
1554	38561	380866	may i know the latest bil amount?	1477196976	16300	0	7	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1561	38766	381232	Please check for me the status regarding waived for the data charges for the month September to this account. This case is handling by Miss Farina. Till now haven't get any news from her.	1477204084	16313	0	34	English	Billing	Waiver	Billing	BillBreakdown	ObjectNumeric	False	ItemAmount
1577	39269	382522	how much is my outstanding@current bill@unbill	1477275994	16362	0	6	English	Billing	Payment Channel	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1580	39334	382818	Hi, please check my outstanding payment for invoice date 01 / 10 / 2016 	1477281531	16375	0	10	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1588	39511	384237	HI. wanna check my bill status	1477357245	16431	0	6	English	Billing	Waiver	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1593	39664	385186	can you pls help to check what is my next bill amount?	1477369414	16464	0	12	English	Billing	Unsuspend lines - (Within 50 days)	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1594	39682	385282	hello and hi my name is hakimi.. can I check my balance for this month	1477370883	16468	0	15	English	Billing	Billing Charges	Billing	BillOutstanding	ObjectNumeric	True	BillAmount
1597	39763	385533	can check outstanding bil and current	1477378913	16479	0	6	English	Billing	Billing Details	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
1600	39845	386538	how much my bill for oct & nov?	1477443140	16518	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	BillOutstanding	ObjectNumeric	False	BillAmount
