conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario						
540	12954	263457	how about line for 010 - 2836629 stard using on 30 / 8 = 2 days onlu	1473147278	11386	0	13	English	Billing	Billing Details	Billing	PaymentCycle	Reason	False	WhenBillUpdate						
540	12956	263463	what mean date 8 & RP 8 	1473147356	11386	0	5	English	Billing	Billing Details	Wrong	Wrong	ObjectDefinition	False	None						
543	13067	264907	"Initially my plan was 2 GB+ 1 GB++ for RM 40 per month.<NL>This month I want to change my plan to RM 8 without any data.<NL><NL>Once I change I noticed all my used data was charged independently for about RM 250 !<NL><NL>Why redone never notice me about this charging before I change my plan?<NL><NL>For your information, my data never exceed 3 GB. So it should be working the limit of RM 40 !<NL><NL>I hope you guys give me an explanation and change back my charge per data is RM 40 for this month instead of RM 250 !"	1473219256	11451	0	89	English	Billing	Waiver	Wrong	Wrong	Reason	False	None						
550	13260	267286	email to submit change of plan	1473309784	11540	0	6	English	Billing	Other billing errors	Wrong	Wrong	Request	False	None						
550	13265	267294	I like to change my current plan to Data 8 what is your email for me to submit the forms?	1473309884	11540	0	19	English	Billing	Other billing errors	Wrong	Wrong	ObjectOthers	False	None						
552	13299	268717	I want to change my credit limit	1473385925	11592	0	7	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
554	13338	268994	"I have 2 account, is that my bill payment share between 2 account?"	1473391013	11606	0	13	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition						
557	13399	274007	i see.is that any method that i can keep track my apps charges ? because i installed a lot apps.	1473685915	11802	0	20	English	Billing	Billing Error	Wrong	Wrong	Procedure	False	None						
563	13558	278015	u mean that 1 is not a main office?	1473824827	11946	0	9	English	Billing	Make Payment - Dealers	Wrong	Wrong	ObjectLocation	False	None						
572	13710	284080	"Hye there,may i know if there is any redone service center or kiosk in tanah merah,kelantan..may i have the adress,thanks alot for your concern"	1473938689	12191	0	24	English	Billing	Make Payment - Dealers	Wrong	Wrong	ObjectLocation	False	None						
574	13738	284396	hi can i know what is the credit limit and why am i paying rm 50 for it	1473943803	12204	0	17	English	Billing	Billing Details	Billing	CreditLimit	ObjectNumeric	False	CheckCreditLimitAmount						
591	14132	291571	"sorry,what do you mean by permenant credit limit?"	1474168364	12487	0	8	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectDefinition	False	CreditLimitOthers						
598	14264	293293	when is the <NL>contract end date for acct 200497146 	1474256021	12557	0	9	English	Billing	Billing Address	Wrong	Wrong	ObjectTime	False	None						
598	14273	293310	can i have the contract end date for my acct ?	1474256143	12557	0	11	English	Billing	Billing Address	Wrong	Wrong	ObjectTime	False	None						
609	14549	295008	Do you have any information on when is this data being use? I mean at least the date	1474286345	12617	0	18	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
609	14556	295032	"Is there any solution to set the data limit at your end to stop me from over using this data, because it cost so much"	1474286608	12617	0	25	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
615	14707	295475	Any promotion in Redone ?	1474336152	12638	0	5	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
615	14716	295502	So how about my credit limit?	1474336548	12638	0	6	English	Billing	Billing Details	Billing	CreditLimit	ObjectOthers	False	CheckCreditLimitAmount						
617	14740	295707	HOW MUCH CREDIT LIMIT FOR 0179502759 ?	1474341824	12650	0	6	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectNumeric	False	CheckCreditLimitAmount						
620	14787	295959	how i want to see my mms	1474347758	12660	0	7	English	Billing	MMS Rate	Wrong	Wrong	Procedure	False	None						
627	14960	296268	upgrade credit limit	1474353512	12675	0	3	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
627	14974	296350	and i wan to ask my second credit limit up to how much?	1474354278	12675	0	13	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectNumeric	False	CheckCreditLimitAmount						
627	14983	296471	ok will i full payment now my credit limit can how much?	1474355111	12675	0	12	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectNumeric	False	CheckCreditLimitAmount						
656	15686	299263	"I NEED TO INCREASE MY CREDIT LIMIT, HOW CAN DO IT...TQ"	1474445879	12806	0	11	English	Billing	Increase credit limit	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
656	15700	299309	"I NEED A LONG TERM LIMIT , NOT FOR TEMPORARY"	1474446560	12806	0	10	English	Billing	Increase credit limit	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
673	16009	300369	CAN U HELP ME INCREASE LIMIT TO RM 100.00 	1474511060	12854	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
679	16157	300596	my package still in contract?	1474517196	12863	0	5	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
683	16213	300971	Hi! can you check the contract status for 0134026249 	1474523882	12883	0	9	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
683	16235	301018	"1 more thing, can I fill up termination form by online?"	1474524639	12883	0	11	English	Billing	Billing Details	Billing	Termination	Procedure	False	HowTerminate						
685	16285	301135	ppu what mean?	1474526643	12890	0	3	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition						
698	16557	301764	Hello redONE may I know what is mean by the credit limit?	1474545973	12918	0	12	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectDefinition	False	CreditLimitOthers						
698	16566	301784	Owh I see. So it will be charge as usual right. But if I use over the credit limit what will be happen Mr.Afiq? Does it will be charge more than usual or how? Thank you	1474546583	12918	0	36	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectDefinition	False	CreditLimitOthers						
701	16615	301938	how can I change my address	1474589928	12925	0	6	English	Billing	Billing Details	Billing	Document	Procedure	False	ChangeDetails						
702	16665	302015	i want to request for increase in my credit limit	1474591738	12927	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
705	16728	302260	What is a the meaning if allocate free call?	1474598332	12940	0	9	English	Billing	Billing Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition						
708	16786	302369	can u increasing limit to RM 100 	1474600659	12945	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
708	16788	302373	by the way can I change plan thru u ?	1474600689	12945	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	Procedure	False	None						
708	16789	302374	wan to upgrade principle line from RM 8 to RM 88 	1474600710	12945	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	Request	False	None						
714	16929	302595	I repeat many times already. I have request many time to increase my credit limit. But why the problem still remain??	1474605310	12954	0	21	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Reason	False	IncreaseCreditLimit						
714	16941	302607	"Btw, you have done increasing my credit limit now?"	1474605547	12954	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
715	17009	302769	Can you please deactivate voicemail in the system. I don't have an active voicemail or call forwarding in my phone setting. Just checked.	1474608496	12957	0	23	English	Billing	Billing Dispute	Wrong	Wrong	Request	False	None						
721	17138	303584	Why my credit limit increase to rm 100. I want to remain at rm 50 	1474676986	12992	0	12	English	Billing	Increase credit limit	Billing	CreditLimit	Reason	False	DecreaseCreditLimit						
721	17151	303597	Cos I have lend it to someone..so can u please help me to change back the credit limit to rm 50 	1474677544	12992	0	20	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	DecreaseCreditLimit						
722	17158	303734	I wanna change my credit limit back to rm 50 	1474685070	12997	0	9	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	DecreaseCreditLimit						
723	17183	303773	how can I increase my credit limit?	1474686010	12999	0	7	English	Billing	Increase credit limit	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
725	17242	304231	can i increase the credit limit permanently	1474698872	13020	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
727	17358	304250	"Hi, if I would like to change my subscribed data plan from this line the my others lines, e.g.a t should I do then?"	1474699330	13022	0	24	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Procedure	False	None						
729	17407	304410	"Hi, I would to change my data plan from RM 40 to RM 20. Can I do it right now?"	1474704244	13025	0	17	English	Billing	Billing Charges	Wrong	Wrong	Request	False	None						
732	17491	304629	so can you help me increase the credit limit now ?	1474713791	13034	0	11	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
733	17514	304652	can increase credit limit until 200 ?	1474715696	13035	0	6	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
733	17517	304655	now can do increase limit up to 150. 	1474715791	13035	0	8	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
745	17801	305579	can i increase my credit to rm 100 permenantly?	1474786615	13071	0	9	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
745	17808	305601	how do i check my credit limit on my phone	1474787207	13071	0	10	English	Billing	Increase credit limit	Billing	CreditLimit	Procedure	False	CheckCreditLimitAmount						
751	17951	306187	how can i increase my sup line data plan from RM 30 to RM 50 ? 1 gb to 3 gb?	1474806146	13098	0	18	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
751	17959	306197	I wish to increase the 0124780089 data line from RM 30 to RM 50 	1474806283	13098	0	12	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
751	17965	306214	i am asking i want to increase data plan from 1 GB to 3 GB unlimited for my sub line.. can I do it with this chat ?	1474806565	13098	0	28	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
759	18138	306633	Err sorry. What is LOG ID for?	1474857364	13111	0	7	English	Billing	Billing Details	Wrong	Wrong	Reason	False	None						
760	18144	306501	"for my acc, how much data i get for data bundle RM 40 "	1474853042	13112	0	12	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectDefinition	False	None						
760	18158	306522	how the charges if over use	1474853657	13112	0	6	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectDefinition	False	None						
770	18383	307218	Hi can you increase my credit limit. As at now I have used more than 80 % of credit limit.	1474874208	13143	0	19	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
773	18450	307443	CAN I TOP UP MY LIMIT	1474878225	13152	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
776	18513	307567	i want increase limit from now	1474879739	13158	0	6	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
783	18696	308045	"hi, there is not redone outlet near my area wangsa maju early there is 2 outlet and all already close down. now i want to change my sim card where is the nearliest to change the sime vard? i plan to change from mono nano sim card"	1474890422	13176	0	47	English	Billing	Make Payment - Dealers	Wrong	Wrong	ObjectLocation	False	None						
788	18825	308383	Hi. i am currently oversea and on roaming. i have increased my limit to rm 100 but now i received a message saying i have used up 80 % my limit. i don't use much calls but more on data. please help. i need data while on roaming.	1474931980	13191	0	46	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
792	18930	308776	may i know the max package of data?	1474943841	13209	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	ObjectNumeric	False	None						
792	18932	308780	how about min?	1474944058	13209	0	3	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	ObjectNumeric	False	None						
797	19017	308982	may i know? what is my package which i sign up? how come i pay so much for each month?	1474947917	13217	0	20	English	Billing	Billing Details	Wrong	Wrong	ObjectName	False	None						
798	19075	308994	HOW TO INCREASE MY CREDIT LIMIT?	1474948178	13218	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
798	19081	309002	I want to know how to increase my credit limit	1474948218	13218	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Procedure	False	IncreaseCreditLimit						
820	19606	310494	"Hi, can i change my credit from rm 50 to rm 100 "	1474969894	13276	0	10	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
835	19981	311633	what is the cost of top up 1 GB and 2 GB	1475030517	13325	0	10	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectNumeric	False	None						
844	20206	312674	can u help me increase my credit limit until rm 150.00 	1475043586	13373	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
844	20207	312695	can u help me increase my credit limit until rm 150.00 ?	1475043759	13373	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
847	20263	312855	Hello. Could you assist me how to buy internet quota?	1475044911	13379	0	10	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
849	20302	312953	I want to know the contract term.. can you check for me the expiry or i need to call redone careline?	1475045618	13384	0	21	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
849	20303	312957	i was told by the agent (who registered us) that the expiry is september 2016. i need to know the exact date.	1475045715	13384	0	22	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
866	20739	314228	WHAT IS BRN?	1475107731	13436	0	3	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	ObjectDefinition	False	None						
872	20901	314706	0192953767. and 1 more thing.can I upgraded my data Internet from 5 gb to 10 gb?or does your have this term conditions?please reply me as soon as possible.thanks	1475117357	13456	0	25	English	Billing	Billing Details	Wrong	Wrong	Request	False	None						
877	21067	315569	"I want to ask u, can u help me check whether when is my redone expired?"	1475132563	13491	0	16	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
881	21164	315671	i want increase my limit	1475133639	13497	0	5	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
893	21463	316542	is my acc still in contract?	1475195832	13530	0	6	English	Billing	Billing Charges	Wrong	Wrong	ObjectOthers	False	None						
896	21512	316640	"Morning ! Why I receive this message since my data is in bundle, 1 GB each for my line and subline of 0127270198 "	1475198611	13536	0	22	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Reason	False	None						
1202	29520	347667	do you know the chargesfor SIm replacment?	1476071641	14882	0	7	English	Billing	Product Charges	Wrong	Wrong	ObjectNumeric	False	None						
1202	29522	347688	what is BBS and CLIR?	1476071885	14882	0	5	English	Billing	Product Charges	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition						
1203	29531	347791	May I know what is the Usage Charges for<NL>G Voice	1476073270	14887	0	10	English	Billing	Billing Details	Wrong	Wrong	ObjectNumeric	False	None						
1204	29570	347839	"My postpaid commitment is RM 8 now i want to add Data Bundle RM 20 for 1 Gb. If i subcribe today, how long will it last ?"	1476074028	14889	0	25	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1208	29685	348288	DATA USAGE 683.6 MB	1476079966	14908	0	4	English	Billing	Billing Charges	Wrong	Wrong	Others	False	None						
1208	29686	348291	CALL AND SMS WITHIN RM 8 	1476079976	14908	0	5	English	Billing	Billing Charges	Wrong	Wrong	Others	False	None						
1209	29721	348278	i want to check this number data stll hav how many gb?	1476079902	14910	0	12	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectNumeric	False	None						
1209	29724	348293	and i want check when the data will update?	1476080000	14910	0	9	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectTime	False	None						
1209	29737	348344	but i want to knw that nw still left how many of the data?	1476080250	14910	0	14	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectNumeric	False	None						
1209	29741	348376	when the data will update ne ?	1476080588	14910	0	7	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectTime	False	None						
1209	29748	348413	so when the data update ?	1476080862	14910	0	6	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectTime	False	None						
1209	29751	348440	i means when the data will update for next month	1476081018	14910	0	10	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	ObjectTime	False	None						
1212	29822	348882	"hi, how do i change my email address"	1476087383	14930	0	8	English	Billing	Billing Address	Billing	Document	Procedure	False	ChangeDetails						
1212	29839	348946	"i tried that but cant. the window said ""Please reply with your valid email"""	1476087934	14930	0	14	English	Billing	Billing Address	None	None	None	False	None						
1217	29961	349685	"TRY TO RESET PASSWORD, KEEP SHOWING ERROR MESSAGE<NL>WHY"	1476150359	14961	0	8	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1217	29966	349693	"THEN TRY TO CHANGE NEW PASSWORD, KEEP SHOWING ERROR MESSAGE"	1476150420	14961	0	10	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1217	29970	349699	FORGOT PASSWORD WHEN LOGIN	1476150489	14961	0	4	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectOthers	False	None						
1217	29971	349700	REQUEST NEW PASSWORD FOR IT	1476150503	14961	0	5	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectOthers	False	None						
1217	29972	349701	HOW MANY DIGIT IS NEEDED FOE PASSWORD SETTING	1476150521	14961	0	8	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectNumeric	False	None						
1221	30076	350526	Account inquire	1476166667	14997	0	2	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
1221	30081	350536	Can i check still got how many month of contrqct for my sub line nombor	1476166745	14997	0	15	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1226	30192	351317	how to pay the depost ?	1476178902	15028	0	6	English	Billing	Billing Details	Wrong	Wrong	Procedure	False	None						
1226	30194	351319	i mean who do i pay the depost to	1476178926	15028	0	9	English	Billing	Billing Details	Wrong	Wrong	ObjectName	False	None						
1226	30199	351341	can you email to me the application form...and bank details to ijma 72 @yahoo.com	1476179455	15028	0	12	English	Billing	Billing Details	Billing	BillingOthers	Request	False	BillingOthers						
1231	30310	352155	Could you please help me to cut off my data if my data exceed 500 MB?	1476240675	15063	0	15	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Procedure	False	None						
1231	30316	352173	Could you please help me to cut off my data if my data exceed 500 MB?	1476240875	15063	0	15	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Procedure	False	None						
1231	30318	352183	then can u give me a msg if exceed 500 MB?	1476240991	15063	0	10	English	Billing	Data Bundle / PPU Rate	Wrong	Wrong	Request	False	None						
1232	30332	352277	i want to change my address and request for bill review?	1476242687	15068	0	11	English	Billing	Billing Address	Billing	Document	Procedure	False	ChangeDetails						
1232	30342	352296	"i want to change the adress as below: LOT 100 JLN SS 19 /!A, SUBANG JAYA, 47500 SELANGOR"	1476243011	15068	0	16	English	Billing	Billing Address	Billing	Document	Request	False	ChangeDetails						
1232	30343	352297	"NO 100 JLN SS 19 /!A, SUBANG JAYA, 47500 SELANGOR"	1476243023	15068	0	8	English	Billing	Billing Address	Billing	Document	Request	False	ChangeDetails						
1238	30472	352506	HOW TO CREATE A MSG	1476248002	15079	0	5	English	Billing	Payment Channel	Wrong	Wrong	Procedure	False	None						
1240	30511	352611	but i have unsubscribe the data	1476249713	15083	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	ObjectOthers	False	None						
1240	30512	352612	i now only subscribe rm 8 per month	1476249720	15083	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	Others	False	None						
1242	30545	352693	"i just top up my data 100 mb , but suddendly it mentioned already used up...i dont download anything...pls check why so fast it eat my data ?"	1476250913	15088	0	27	English	Billing	Billing Details	Wrong	Wrong	Reason	False	None						
1244	30594	352759	but the adress not the updated	1476252190	15090	0	6	English	Billing	Billing Address	Billing	Document	Reason	False	ChangeDetails						
1244	30598	352764	but still the adress is the same	1476252268	15090	0	7	English	Billing	Billing Address	Billing	Document	Reason	False	ChangeDetails						
1251	30684	352983	celcom net MOB n off net MOB... Please cleared to me	1476257437	15103	0	11	English	Billing	Billing Details	Billing	BillBreakdown	ObjectDefinition	False	ItemDefinition						
1251	30691	353003	"As mention by yr staf, I should have my 50 minutes of free calls...it is stil in pakage.."	1476257684	15103	0	18	English	Billing	Billing Details	Billing	BillBreakdown	Reason	False	ItemDefinition						
1251	30693	353012	"mr. afiq, please check for me...the status of my pakage..."	1476257789	15103	0	10	English	Billing	Billing Details	Wrong	Wrong	ObjectDefinition	False	None						
1251	30697	353041	I see... SMS wii charge . 10 .. 	1476258230	15103	0	7	English	Billing	Billing Details	Wrong	Wrong	ObjectNumeric	False	None						
1251	30698	353046	the rates of celcom n besides celcom have a differences?	1476258310	15103	0	10	English	Billing	Billing Details	Wrong	Wrong	ObjectDefinition	False	None						
1251	30700	353060	ok.. tq afiq...see you again...is there redone office in ipoh area...please mention to me...	1476258571	15103	0	14	English	Billing	Billing Details	Wrong	Wrong	ObjectLocation	False	None						
1251	30704	353076	"ok .mr. afiq, please check for me...the status of my pakage..can you"	1476258806	15103	0	12	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
1254	30789	353268	so i need to call customer care?	1476261600	15110	0	7	English	Billing	Deposit Refund	Wrong	Wrong	Procedure	False	None						
1261	30917	353454	May I know is celcom and redone is same company?	1476265225	15122	0	10	English	Billing	Make Payment - Kiosk / Epay / BSN / Maybank / RHB	Wrong	Wrong	ObjectDefinition	False	None						
1275	31283	354211	change contact	1476324619	15162	0	2	English	Billing	Billing Address	Billing	Document	Request	False	ChangeDetails						
1275	31287	354234	how do i change my email address?	1476324846	15162	0	7	English	Billing	Billing Address	Billing	Document	Procedure	False	ChangeDetails						
1275	31294	354330	my email when i register is verified	1476325426	15162	0	7	English	Billing	Billing Address	Billing	Document	ObjectOthers	False	ChangeDetails						
1275	31301	354421	sorry. the email mellys 82 @gmail.com was the email i used when i register redone. I want to change to another email address.	1476326037	15162	0	21	English	Billing	Billing Address	Billing	Document	Procedure	False	ChangeDetails						
1284	31493	354768	Enquiry on contract.	1476330630	15185	0	3	English	Billing	Billing Details	Wrong	Wrong	ObjectOthers	False	None						
1284	31499	354781	Would like to enquire about my contract period	1476330771	15185	0	8	English	Billing	Billing Details	Wrong	Wrong	ObjectTime	False	None						
1289	31628	355374	Can you please increase my credit to Rm 200 	1476340528	15214	0	8	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1289	31635	355386	"Looks like every month I need to increase the credit limit, can you please change to RM 200 monthly"	1476340711	15214	0	18	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1289	31646	355406	I will pay RM 90 now thru maybank 2 u. Can you increase the credit limit asap?	1476340941	15214	0	15	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1291	31706	355556	i had separate the line already	1476343282	15221	0	6	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1291	31712	355575	"wait, i also cahnged the account name"	1476343550	15221	0	7	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Request	False	None						
1291	31721	355601	i had paid somuch on separation of my number and account and now still the same	1476343861	15221	0	16	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1291	31723	355613	then how can i change my account name? i had pay for that already	1476344015	15221	0	14	English	Billing	Make Payment - Selfcare	Billing	Document	Procedure	False	ChangeDetails						
1292	31736	355534	"Hi Fauzul, would like to check what is this 8 + ?"	1476342979	15222	0	11	English	Billing	Make Payment - Selfcare	Wrong	Wrong	ObjectDefinition	False	None						
1292	31743	355568	"How come my subline, don't have this benefit and also even the free 500 MB for the other package"	1476343493	15222	0	18	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1292	31745	355572	Do you mean I need to switch out and in only can get such benefit?	1476343522	15222	0	15	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Procedure	False	None						
1292	31747	355581	"No, this is the same problem like maxis issue, this is not fair to old customer, any solution on it?"	1476343626	15222	0	20	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Procedure	False	None						
1296	31856	355781	if i want to upgrade my current plan to data 8 ? i need to go where to upgrade? online?	1476345576	15229	0	19	English	Billing	Payment Status	Wrong	Wrong	Procedure	False	None						
1298	31905	355814	where is the nearest redone dealer	1476345816	15231	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Wrong	Wrong	ObjectLocation	False	None						
1301	31977	355931	i forgot the pass work so has been barred pls open back tq	1476347958	15238	0	13	English	Billing	Payment Type	Wrong	Wrong	Request	False	None						
1301	31994	355997	"the ipay 88 say Your account has been barred, please contact iPay 88 support to active back your account. To avoid any<NL>interruption on this transaction, please select ""Pay with New Credit Card"" tab to proceed."	1476348999	15238	0	34	English	Billing	Payment Type	Wrong	Wrong	Request	False	None						
1301	31995	356003	i type 3 wrong password thorugh transaction... then i get this msg	1476349059	15238	0	12	English	Billing	Payment Type	Wrong	Wrong	Procedure	False	None						
1306	32097	356171	"Oh and 1 more thing , actually i have my old celcom number . Can i change the number but still using the red 1 line ?"	1476352250	15249	0	27	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	Procedure	False	None						
1313	32242	356547	why it won't allow me to change password after it has been reset?	1476359021	15271	0	13	English	Billing	Make Payment - Selfcare	Wrong	Wrong	Reason	False	None						
1316	32296	356719	Invalid recipients entered while reply * 123 #	1476362209	15276	0	6	English	Billing	Non-receipt of bills	Wrong	Wrong	Reason	False	None						
1316	32297	356720	can you check what is registed email address ?	1476362240	15276	0	9	English	Billing	Non-receipt of bills	Wrong	Wrong	ObjectOthers	False	None						
1316	32301	356744	why my email is '-' ?	1476362517	15276	0	6	English	Billing	Non-receipt of bills	Wrong	Wrong	Reason	False	None						
1316	32304	356754	"i can not enter my email address, only can enter number only"	1476362626	15276	0	12	English	Billing	Non-receipt of bills	Billing	Document	Procedure	False	ChangeDetails						
1316	32312	356783	why you all not update my email address which i provide to you while register?	1476363164	15276	0	15	English	Billing	Non-receipt of bills	Billing	Document	Reason	False	ChangeDetails						
1316	32314	356792	"i means i already provide all my infor during register redone including my email address. but now i check from * 123 #, unable to see my email, it only display '-', why ?"	1476363317	15276	0	32	English	Billing	Non-receipt of bills	Billing	Document	Reason	False	ChangeDetails						
1327	32587	357681	could you help me to turn off the roaming service?	1476415172	15316	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Wrong	Wrong	Request	False	None						
1328	32617	357969	its registered by my name	1476421777	15328	0	5	English	Billing	Billing Details	None	None	None	False							
1328	32629	358002	so how bout the advance payment in 01110520048 	1476422381	15328	0	8	English	Billing	Billing Details	Billing	BillOutstanding	ObjectOthers	False	BillAmount						
1330	32686	358272	Please help to upgrade my talk time limit to RM 100 	1476429025	15339	0	10	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1343	33006	359658	Can i increase phone limit to rm 100 	1476491381	15398	0	7	English	Billing	Increase credit limit	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
1346	33077	360107	Mohd hudzari the 1 asking about increase limit to rm 100 	1476499166	15417	0	10	English	Billing	Make Payment - Selfcare	Billing	CreditLimit	Request	False	IncreaseCreditLimit						
