conversation_tagging_id	index_en	id	msg	time	chat_id	user_id	word count	Language	Preassigned Topic	Preassigned Subtopic	Topic_L1	Topic_L2	AnswerType	Confirmation	Scenario
2253	56977	464189	can i know when can open back?	1479887102	19939	0	7	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	ObjectTime	True	CheckUnbarTime
2265	57204	466665	my credit limit going to be over. I just make payment for the current bill. Can you guys pls increase my limit to RM 200. just worry wii be disconnect the payment.	1479970206	20043	0	31	English	Billing	Increase credit limit	Billing	CreditLimit	Request	True	IncreaseCreditLimit
2267	57310	466884	Could i know, why my phone - 0175568642 cant make a call?	1479972933	20054	0	12	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	True	WhyBar
2275	57511	467898	hello..i just paid my bill but my number still being suspended.can u help me with that?ty	1480039086	20091	0	16	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2276	57577	467956	my phoneline was barred	1480040039	20092	0	4	English	Billing	Billing Details	Billing	Barring	None	False	LineStatus
2280	57682	468652	please unbar my line. thanks	1480055759	20132	0	5	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2280	57688	468726	can you please unbar my line?	1480056778	20132	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2280	57695	468748	or does it mean whenever it exceeds rm 50 the line will be barred?	1480056953	20132	0	13	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	True	WhyBar
2281	57713	468687	CANNOT CALL OUT	1480056263	20133	0	3	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2281	57738	468820	so i already paid why still cannot call out ?	1480057314	20133	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2288	57889	469412	why I canot make a call or to call toll free 1800110800 	1480067304	20155	0	12	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2290	57935	469723	Payment done, please reconnect my service. Thank you.	1480078200	20165	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2290	57944	469746	Ok, please reconnect for me.	1480078768	20165	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2291	57955	469813	hi, good morning, since yesterday night, i face problem of can't calling out and the mobile data is shutdown. May u assign for this case?	1480117499	20168	0	25	English	Billing	Increase credit limit	Billing	Barring	Reason	True	LineStatus
2291	57968	469826	calling limit?	1480117667	20168	0	2	English	Billing	Increase credit limit	Billing	CreditLimit	ObjectName	False	CheckCreditLimitAmount
2299	58237	470446	my phone line is barred already 01110596071 	1480131425	20194	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2300	58273	470910	payment made but still barred	1480137744	20216	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2300	58278	470918	i think i made a payment recently and the line still barred	1480137870	20216	0	12	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2301	58302	471138	Pls help me open my line.	1480140656	20225	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2303	58368	471248	i cannot make a call bcos the line is block	1480145903	20230	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2303	58380	471271	i know the reason. can you temporary unbar the line bcos this only happen sometimes	1480146218	20230	0	15	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	True	RequestUnbar
2303	58383	471281	do i have to pay? this only occur sometimes. normally i don"t exceed the limit	1480146325	20230	0	15	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Procedure	True	CheckUnbarAmount
2308	58494	472002	I already payment yesterday , why still Barr my line?	1480211988	20259	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyStillBar
2308	58496	472004	0164304609 why Barr this line?	1480212030	20259	0	5	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2311	58551	472081	why my phone been barred?	1480214349	20264	0	5	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2312	58578	472082	I JUST PAID RM 100 <NL>STILL CANNOT CALL OUT <NL>Y	1480214362	20265	0	9	English	Billing	Un-bar lines - Increase CL from RM150 to RM200	Billing	Barring	None	False	LineStatus
2312	58590	472154	so... I can make call rite...	1480215434	20265	0	6	English	Billing	Un-bar lines - Increase CL from RM150 to RM200	Billing	Barring	ObjectDefinition	True	LineStatus
2319	58752	473495	line no signal is it due to credit limit?	1480246547	20322	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	True	LineStatus
2319	58761	473504	so once reach the limit the phone would cease to even be able to call that person?	1480246778	20322	0	17	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	True	LineStatus
2319	58762	473505	as i tried to call that person but just say not reachable	1480246808	20322	0	12	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	None	None	False	
2319	58764	473507	oh even cannot receive calls?	1480246863	20322	0	5	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	True	LineStatus
2319	58771	473514	ok so may you temporary this month increase the limit for that number to RM 100 	1480247077	20322	0	15	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	True	IncreaseCreditLimit
2320	58815	473662	My line has been barrier	1480250478	20330	0	5	English	Billing	Make Payment - Selfcare	Billing	Barring	None	False	LineStatus
2322	58867	473772	My number 01110818807 had been barred and I had already paid the payment. Please help me activate my number back. Thank you	1480290438	20335	0	22	English	Billing	Un-bar lines - Increase CL from RM150 to RM200	Billing	Barring	Request	False	RequestUnbar
2324	58902	473802	I already make payment on 25 / 11. However i received message that my line will be barred by 15 / 12. 	1480291510	20338	0	18	English	Billing	Billing Charges	Billing	Barring	None	False	LineStatus
2331	59089	474858	MY NO 0162923612 LINE IS BARRED	1480306850	20381	0	6	English	Billing	Increase credit limit	Billing	Barring	None	False	LineStatus
2332	59124	474957	Hp barred. How much i need to pay?	1480307769	20384	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	ObjectNumeric	False	CheckUnbarAmount
2344	59431	475963	I ad made the payment.please reactivate my line ( 0175472853 )	1480323319	20428	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2349	59620	476330	RM 0 redONE: Kindly submit the RM 56.17 payment before 14 Dec 2016 to avoid your line being barred on 15 Dec 2016. 	1480328313	20446	0	21	English	Billing	Billing Details	Billing	Barring	Procedure	False	LineStatus
2349	59623	476334	Regarding the message, my line already barred..	1480328394	20446	0	7	English	Billing	Billing Details	Billing	Barring	None	False	LineStatus
2351	59685	476530	I can not use call function now.<NL>So I think pay it first.<NL>.	1480331536	20449	0	12	English	Billing	Make Payment - Selfcare	Billing	Barring	None	False	LineStatus
2351	59690	476555	Can not call other 1.	1480331877	20449	0	5	English	Billing	Make Payment - Selfcare	Billing	Barring	None	False	LineStatus
2351	59691	476557	It had reached to Credit Limit.	1480331930	20449	0	6	English	Billing	Make Payment - Selfcare	Billing	Barring	None	False	LineStatus
2351	59692	476558	I can not use call function now.	1480331938	20449	0	7	English	Billing	Make Payment - Selfcare	Billing	Barring	None	False	LineStatus
2354	59762	476926	PLEASE ACTIVATE MY LINE 0199806878 AFTER PAYMENT RM 80 + RM 260 28 / 11 / 2016. 	1480380750	20472	0	9	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	Barring	Request	False	RequestUnbar
2355	59803	477046	but still barres	1480381935	20475	0	3	English	Billing	Payment Status	Billing	Barring	None	False	LineStatus
2355	59820	477109	last month they told me if got barred issue, go pay at kiosk.	1480382746	20475	0	13	English	Billing	Payment Status	Billing	Barring	None	False	HowUnbar
2362	59961	477551	why my line has been barred	1480389733	20498	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2362	59975	477583	what do you mean by exceeding credit limit?	1480390197	20498	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	ObjectDefinition	False	WhyBar
2363	60012	477624	Yesterday i already pay the payment,but still barred..yesterday i ask your staff,he say help me to check,because the line already suspended,so your staff say if want open the line,i will pay the charges RM 10.00 on next month	1480390442	20501	0	37	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2364	60027	477603	paid rm 50 adv f releses bar	1480390305	20504	0	6	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2369	60134	477867	status barred	1480393102	20516	0	2	English	Billing	Billing Details	Billing	Barring	Reason	False	LineStatus
2369	60140	477884	Izit the service will resume after i online banking payment	1480393272	20516	0	10	English	Billing	Billing Details	Billing	Barring	None	True	HowUnbar
2369	60143	477889	how long will resume after payment done	1480393350	20516	0	7	English	Billing	Billing Details	Billing	Barring	ObjectTime	False	CheckUnbarTime
2372	60199	478215	can u help me to activate back my number??<NL>My name is I TIANG A/L EPROT	1480397258	20532	0	15	English	Billing	Increase credit limit	Billing	Barring	Request	True	RequestUnbar
2372	60209	478310	my number ha been barred	1480397861	20532	0	5	English	Billing	Increase credit limit	Billing	Barring	None	False	LineStatus
2372	60210	478311	can u help me to activate it back	1480397868	20532	0	8	English	Billing	Increase credit limit	Billing	Barring	Request	True	RequestUnbar
2373	60225	478287	unbarred line	1480397787	20534	0	2	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2373	60230	478298	can u help me to unbarred my phone line?	1480397812	20534	0	9	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	True	RequestUnbar
2375	60284	478520	i just paid Rm 100 this morning wh my line barred<NL>pay online m 2 u	1480399887	20542	0	13	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyStillBar
2375	60293	478549	alright...but suddenly 10 : 47 been barred	1480400232	20542	0	5	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2375	60296	478552	pls kindly increased my credit limit.	1480400267	20542	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	Request	False	IncreaseCreditLimit
2381	60395	478757	my phone block due to no payment	1480404386	20554	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2381	60400	478762	pls unblock	1480404411	20554	0	2	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2382	60414	478816	Unbar my number	1480405114	20557	0	3	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2382	60416	478819	Pls unbar 01110633129 	1480405127	20557	0	3	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2382	60426	478839	Pls unbar it i will made payment on the statment created	1480405382	20557	0	11	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2382	60429	478843	Just unbar it, why redone so scare i wont pay for next month	1480405443	20557	0	13	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2382	60432	478846	So pls unbar my line now	1480405605	20557	0	6	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2384	60465	479842	line been block	1480462014	20597	0	3	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	Barring	None	False	LineStatus
2384	60475	479852	connect back my line, yesterday paid 270 	1480462160	20597	0	7	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	Barring	Request	False	RequestUnbar
2384	60484	479861	so you remember to unblock my phone later 830 am.thx	1480462627	20597	0	9	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	Barring	Request	False	RequestUnbar
2388	60586	480103	My line has been barred butr just now I already made payment n please open the line by this morning	1480467607	20610	0	20	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2388	60591	480128	Mean that any extra cost?	1480467756	20610	0	5	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	None	ObjectNumeric	True	None
2390	60630	480193	I've already paid my current outstanding amount.. But still my postpaid is still barred n right now my phone cannot detect any network	1480468930	20615	0	23	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2392	60677	480296	my number already barred	1480469559	20619	0	4	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2392	60685	480342	my num already barred	1480469940	20619	0	4	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2393	60709	480386	then why my father cant call out?	1480470213	20623	0	7	English	Billing	Increase credit limit	Billing	Barring	Reason	False	WhyBar
2401	60997	481743	PAYMENT DONE, PLEASE REACTIVE MY SERVICE.	1480487809	20678	0	6	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	Barring	Request	False	RequestUnbar
2401	60998	481764	PAYMENT DONE, PLEASE REACTIVE MY SERVICE.	1480488022	20678	0	6	English	Billing	Un-bar lines - Increase CL from RM200 to RM300	Billing	Barring	Request	False	RequestUnbar
2407	61147	482206	HI<NL>PLEASE UNBAR THE LINE	1480491991	20699	0	4	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2407	61149	482211	BUT THE LINE IS NOT UNBAR	1480492008	20699	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2407	61157	482238	u just check in ur system i got pay money and unbar the line thats it	1480492189	20699	0	16	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2407	61166	482256	just unbar the line	1480492347	20699	0	4	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2407	61167	482261	as long as payment in already then u shud unbar the line	1480492364	20699	0	12	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2408	61185	482282	Hi Sir/Mdm,<NL><NL>I need assistance to check whether my account is still being barred or not as I have make full payment for the overdue bill before 2 p.m. just now? I cannot call from my phone due to it is not registered to any networks at the moment.<NL><NL>Thank you.	1480492611	20702	0	49	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectName	False	LineStatus
2410	61258	482334	Hi. May i know status for my number 01110615127 	1480493233	20704	0	9	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectName	True	LineStatus
2412	61310	482545	Hi.. sorry.. i want to ask. How to request for unsuspended line?	1480495314	20713	0	12	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Procedure	False	HowUnbar
2416	61394	482845	hi<NL>why my account has been block?	1480498209	20726	0	6	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Reason	False	WhyBar
2416	61398	482854	to temporary unbare	1480498235	20726	0	3	English	Billing	Un-bar lines - Increase CL from RM100 to RM150	Billing	Barring	Request	False	RequestUnbar
2418	61433	482929	HELLO, TODAY I JUZ PAY FOR RM 50 AND MY PHONE HAD BEEN BARRED DUE TO OVER CREDIT LIMIT?	1480499070	20730	0	18	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2418	61436	482943	HOW COME MY PHONE GET BARRED?	1480499121	20730	0	6	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2418	61450	482995	so can u unbarred my phone ?	1480499778	20730	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	True	RequestUnbar
2419	61458	483626	can help me unbar my line	1480509303	20759	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2419	61461	483636	can help me unbar my line	1480509389	20759	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2433	61816	485269	I just wat to check when is the exact time my line will be unsuspended	1480557326	20831	0	15	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectTime	False	CheckUnbarTime
2435	61870	486552	Why my supplementry line was barred	1480562262	20888	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2437	61901	486778	BUT WHY MY NUMBER GOT SUSPENDED?	1480563045	20913	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2450	62256	489853	i cannot top up data due to credit limit exceed	1480583047	21064	0	10	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	CreditLimit	None	False	CheckCreditLimitAmount
2458	62437	491029	Hi,<NL><NL>I am looking for help to re-active my account. I have made full payment for my overdue bill. I would also like to change my current plan to the new Data 8 + plan.<NL><NL>Thank you.	1480633709	21116	0	33	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2473	62873	491942	can you check my account status: 0132179090 	1480645597	21165	0	7	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectName	True	LineStatus
2474	62916	492599	i think my sim suspended..	1480650208	21191	0	5	English	Billing	Billing Details	Billing	Barring	None	False	LineStatus
2474	62917	492600	how come red 1 suspend my sim...?	1480650231	21191	0	7	English	Billing	Billing Details	Billing	Barring	Reason	False	WhyBar
2474	62957	492725	then u all suspended my acct on 15 / 11 	1480651304	21191	0	8	English	Billing	Billing Details	Billing	Barring	None	False	LineStatus
2479	63085	493640	my sim card still cant used..<NL>pls check	1480659253	21257	0	7	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectName	False	LineStatus
2479	63094	493683	y my line still no active..?	1480659498	21257	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	LineStatus
2479	63110	493719	this is what u say ."Sir your account have suspend."	1480659724	21257	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2479	63111	493731	of course i know my account suspended...if not i will ask ur help...	1480659842	21257	0	13	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2479	63152	493879	u just activate for me .i will terminate later...	1480661408	21257	0	9	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2482	63215	495938	Hi,<NL><NL>I would like to request assistance to reactivate my line as I already made payment for the overdue bill.<NL><NL>Thank you.	1480691215	21371	0	20	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2491	63484	497688	Pls unsuspended my account...tq	1480741549	21446	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	RequestUnbar
2495	63580	498055	Hello dear sir/madam i have got problem with my sim card cant give call , i think the line has been suspended , could u please help me	1480746845	21461	0	28	English	Billing	Un-bar lines - Overdue Payment	Billing	Barring	Procedure	True	HowUnbar
2496	63609	498273	Hi, I have just made payment to my account. please unbar	1480752934	21472	0	11	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2496	63612	498279	please unbar my line, as i have just made payment	1480753000	21472	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2517	64206	501539	I already paid<NL>why still in emergency call	1480832438	21607	0	7	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	WhyStillBar
2524	64368	502516	Hi, can you unbarred my line. Tq	1480857435	21650	0	7	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2524	64386	502534	my line still unable to make a call.	1480857751	21650	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2524	64388	502536	Oh tq, because today i reveive sms say that i need to pay rm 208.35 before 1 jan, but the line already barred .may i know why?	1480857889	21650	0	26	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Reason	False	WhyBar
2535	64682	504077	barred	1480905869	21718	0	1	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2542	64853	505331	i had already suspended	1480917354	21774	0	4	English	Billing	Waiver	Billing	Barring	None	False	LineStatus
2542	64855	505336	when i suspend it on 1 st nov	1480917365	21774	0	7	English	Billing	Waiver	Billing	Barring	None	False	LineStatus
2543	64904	505266	My line is barred. I have made payment yesterday for outstanding amount. When can my line get activated again ?	1480916669	21775	0	20	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectTime	False	CheckUnbarTime
2543	64910	505291	My line is barred. I have made payment yesterday for outstanding amount. When can my line get activated again ?	1480916940	21775	0	20	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectTime	False	CheckUnbarTime
2543	64932	505351	Then how come so fast already barred ?	1480917427	21775	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	LineStatus
2546	65052	505618	already made my payment yesterday. can i reactive back mu line?	1480919297	21785	0	11	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2546	65062	505644	can i unbarred and reactive back?	1480919502	21785	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2547	65078	505635	Hi, can you please activate the line for 01110919175. Already make a payment an hour ago.	1480919426	21786	0	16	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2548	65086	505863	Hi my name is Tan Yee Jia 790501016238 phone number 01110539003. my line is block? I already made the full payment yesterday. can u please unbarred it?	1480921690	21795	0	27	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2554	65269	507168	may I know when will my mobile 01110838364 be activated?	1480937756	21845	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectTime	True	CheckUnbarTime
2554	65276	507183	I know but my line still no signal	1480937931	21845	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2557	65344	507799	I want active my account	1480950723	21872	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	HowUnbar
2559	65394	508175	Hi customer service, yesterday I chat with 1 of your colleague here saying I agreed to pay RM 10 for reconnect back my line.. he/she said is done and asked me to try 5 mins later. but till now my line is still barred. can you please check?<NL>Tan Yee Jia 790501016238 phone number 01110539003. 	1480982505	21887	0	53	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectName	True	WhyBar
2562	65466	508440	morning.. already clear the payment , please unbarred my line	1480986851	21898	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2564	65554	508879	PAYMENT IS CLEAR .PLEASE UNBARED	1480991257	21911	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2569	65746	509922	i want to unsuspended my number	1481005564	21944	0	6	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	HowUnbar
2569	65756	509932	unsuspended for both line	1481005764	21944	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2574	65952	510451	can u activate it back	1481010183	21960	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2576	66002	510655	01110676767 MY PAYMENT ALREADY,WHY DON HAVE UNBARRED ME	1481014452	21969	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyStillBar
2576	66007	510664	WHY UNDER SUSPENDED	1481014593	21969	0	3	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2576	66025	510699	now cant active back	1481014949	21969	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2579	66095	511126	Hi.. Can you help me to unbar my line as I've made my payment yesterday	1481026435	21990	0	15	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	True	RequestUnbar
2579	66112	511161	I am not aware of the reconnectiom fee	1481026667	21990	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	CheckUnbarAmount
2584	66209	512371	why i can call out?	1481080177	22038	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2584	66223	512395	barred	1481080477	22038	0	1	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	None	False	LineStatus
2598	66673	515399	When the coverage will be recover? I've paid the suspended bill already. Does it take a long time?	1481118816	22146	0	18	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectTime	True	CheckUnbarTime
2599	66694	515679	can u pls reopen my account pls?	1481120749	22156	0	7	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2599	66711	515726	how long the payment didn't pay will be suspended?	1481121009	22156	0	9	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	ObjectTime	False	LineStatus
2599	66717	515757	Then pls reconnect back	1481121248	22156	0	4	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2614	67174	519058	y off my number 01110621314 	1481198423	22272	0	5	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2614	67187	519094	y unsuspend	1481198719	22272	0	2	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2626	67507	522384	Why my line is still suspended when payment has been made ?	1481327235	22403	0	12	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Reason	False	WhyBar
2626	67523	522406	Please unbar the line and send my appeal	1481327751	22403	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2629	67597	522812	Request for release line no 0139538162 from barred status	1481336362	22418	0	9	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	Request	False	RequestUnbar
2631	67650	522969	how much i need pay for unbar my account?	1481337495	22421	0	9	English	Billing	Billing Details	Billing	Barring	Object	False	CheckUnbarAmount
2636	67771	523279	i have already made payment and would like to unbared my line	1481342854	22439	0	12	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2636	67785	523354	so please help to reconnect back mine both lines	1481343910	22439	0	9	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2637	67794	523451	HOW I CAN UNBARRED MY ACCOUNT WITH ONLINE	1481345185	22447	0	8	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Procedure	False	HowUnbar
2637	67813	523539	..thank you for the good service..okey unsuspend for both line,	1481346042	22447	0	10	English	Billing	Unsuspend lines - (Within 50 days)	Billing	Barring	Request	False	RequestUnbar
2641	67924	523838	BUT THE SMS SAY AVOID YOU LINE BARRED ON 12 DEC	1481356986	22460	0	10	English	Billing	Billing Details	Billing	Barring	None	False	LineStatus
2646	68075	524695	Call blocked	1481380532	22487	0	2	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
2646	68076	524700	My 2 nd number 017 4648105 has been blocked.	1481380564	22487	0	8	English	Billing	Un-bar lines - Increase CL from RM50 to RM100	Billing	Barring	None	False	LineStatus
